year,team,team_code,shirt_number,player,position,position_group,rating,is_legend
1978,Poland,pol,5,Nawałka,Defensive midfielder,Midfield,74,false
1978,Poland,pol,11,Masztaler,Midfielder,Midfield,74,false
1978,Poland,pol,15,Kusto,Defensive midfielder,Midfield,73,false
1978,Poland,pol,18,Boniek,Centre-forward,Attack,88,true
1978,Poland,pol,16,Lato,Right winger,Attack,87,true
1978,Poland,pol,19,Lubański,Centre-forward,Attack,85,false
1978,Poland,pol,17,Szarmach,Centre-forward,Attack,83,false
1978,Poland,pol,7,Iwan,Right winger,Attack,73,false
1978,Poland,pol,2,Mazur,Centre-forward,Attack,70,false
1978,Scotland,sco,1,Rough,Goalkeeper,Goalkeepers,76,false
1978,Scotland,sco,12,Blyth,Goalkeeper,Goalkeepers,73,false
1978,Scotland,sco,20,Clark,Goalkeeper,Goalkeepers,73,false
1978,Scotland,sco,4,Buchan,Centre-back,Defence,79,false
1978,Scotland,sco,5,McQueen,Centre-back,Defence,78,false
1978,Scotland,sco,2,Jardine,Right-back,Defence,77,false
1978,Scotland,sco,3,Donachie,Left-back,Defence,77,false
1978,Scotland,sco,14,Forsyth,Centre-back,Defence,75,false
1978,Scotland,sco,13,Kennedy,Right-back,Defence,74,false
1978,Scotland,sco,18,Souness,Midfielder,Midfield,82,true
1978,Scotland,sco,15,Gemmill,Midfielder,Midfield,79,false
1978,Scotland,sco,22,Burns,Defensive midfielder,Midfield,78,false
1978,Scotland,sco,6,Rioch,Midfielder,Midfield,77,false
1978,Scotland,sco,10,Hartford,Midfielder,Midfield,77,false
1978,Scotland,sco,16,Macari,Midfielder,Midfield,77,false
1978,Scotland,sco,7,Masson,Midfielder,Midfield,76,false
1978,Scotland,sco,8,Dalglish,Centre-forward,Attack,83,true
1978,Scotland,sco,9,Jordan,Centre-forward,Attack,79,false
1978,Scotland,sco,19,Robertson,Left winger,Attack,77,false
1978,Scotland,sco,11,Johnston,Left winger,Attack,76,false
1978,Scotland,sco,17,Johnstone,Centre-forward,Attack,75,false
1978,Scotland,sco,21,Harper,Centre-forward,Attack,74,false
1978,Austria,aut,1,Koncilia,Goalkeeper,Goalkeepers,80,false
1978,Austria,aut,21,Fuchsbichler,Goalkeeper,Goalkeepers,72,false
1978,Austria,aut,22,Baumgartner,Goalkeeper,Goalkeepers,72,false
1978,Austria,aut,5,Pezzey,Centre-back,Defence,81,false
1978,Austria,aut,2,Sara,Right-back,Defence,77,false
1978,Austria,aut,3,Obermayer,Centre-back,Defence,77,false
1978,Austria,aut,4,Breitenberger,Centre-back,Defence,74,false
1978,Austria,aut,14,Strasser,Left-back,Defence,74,false
1978,Austria,aut,15,Weber,Centre-back,Defence,74,false
1978,Austria,aut,16,Persidis,Right-back,Defence,73,false
1978,Austria,aut,8,Prohaska,Midfielder,Midfield,82,false
1978,Austria,aut,11,Jara,Attacking midfielder,Midfield,78,false
1978,Austria,aut,7,Hickersberger,Defensive midfielder,Midfield,77,false
1978,Austria,aut,6,Hattenberger,Defensive midfielder,Midfield,76,false
1978,Austria,aut,10,Kreuz,Left midfielder,Midfield,76,false
1978,Austria,aut,12,Krieger,Midfielder,Midfield,75,false
1978,Austria,aut,13,Happich,Defensive midfielder,Midfield,72,false
1978,Austria,aut,20,Baumeister,Defensive midfielder,Midfield,72,false
1978,Austria,aut,9,Krankl,Centre-forward,Attack,89,true
1978,Austria,aut,18,Schachner,Centre-forward,Attack,76,false
1978,Austria,aut,17,Oberacher,Right winger,Attack,73,false
1978,Austria,aut,19,Pirkner,Centre-forward,Attack,73,false
1978,France,fra,1,Baratelli,Goalkeeper,Goalkeepers,74,false
1978,France,fra,21,Bertrand-Demanes,Goalkeeper,Goalkeepers,73,false
1978,France,fra,22,Dropsy,Goalkeeper,Goalkeepers,70,false
1978,France,fra,8,Trésor,Centre-back,Defence,87,true
1978,France,fra,3,Bossis,Centre-back,Defence,79,false
1978,France,fra,6,Lopez,Centre-back,Defence,77,false
1978,France,fra,4,Janvion,Right-back,Defence,76,false
1978,France,fra,2,Battiston,Centre-back,Defence,75,false
1978,France,fra,7,Rio,Centre-back,Defence,74,false
1978,France,fra,5,Bracci,Centre-back,Defence,73,false
1978,France,fra,15,Platini,Midfielder,Midfield,88,true
1978,France,fra,11,H. Michel,Defensive midfielder,Midfield,77,false
1978,France,fra,9,Bathenay,Defensive midfielder,Midfield,76,false
1978,France,fra,10,Guillou,Midfielder,Midfield,75,false
1978,France,fra,12,Papi,Midfielder,Midfield,71,false
1978,France,fra,13,Petit,Defensive midfielder,Midfield,71,false
1978,France,fra,18,Rocheteau,Right winger,Attack,83,false
1978,France,fra,17,Lacombe,Centre-forward,Attack,80,false
1978,France,fra,19,Six,Left winger,Attack,78,false
1978,France,fra,16,Dalger,Centre-forward,Attack,74,false
1978,France,fra,20,Rouyer,Centre-forward,Attack,74,false
1978,France,fra,14,Berdoll,Centre-forward,Attack,73,false
1978,Peru,per,21,Quiroga,Goalkeeper,Goalkeepers,77,false
1978,Peru,per,1,Sartor,Goalkeeper,Goalkeepers,76,false
1978,Peru,per,13,Cáceres,Goalkeeper,Goalkeepers,68,false
1978,Peru,per,4,Chumpitaz,Centre-back,Defence,80,true
1978,Peru,per,5,Díaz,Left-back,Defence,75,false
1978,Peru,per,2,Duarte,Right-back,Defence,74,false
1978,Peru,per,3,Manzo,Centre-back,Defence,74,false
1978,Peru,per,14,Navarro,Right-back,Defence,71,false
1978,Peru,per,22,Roberto Rojas,Left-back,Defence,69,false
1978,Peru,per,10,Cubillas,Defensive midfielder,Midfield,88,true
1978,Peru,per,8,Cueto,Attacking midfielder,Midfield,83,false
1978,Peru,per,6,Velásquez,Defensive midfielder,Midfield,76,false
1978,Peru,per,17,Quesada,Defensive midfielder,Midfield,75,false
1978,Peru,per,15,Leguía,Defensive midfielder,Midfield,72,false
1978,Peru,per,16,Gorriti,Midfielder,Midfield,70,false
1978,Peru,per,18,Labarthe,Midfielder,Midfield,68,false
1978,Peru,per,20,Sotil,Centre-forward,Attack,79,false
1978,Peru,per,7,Muñante,Right winger,Attack,78,false
1978,Peru,per,11,Oblitas,Left winger,Attack,78,false
1978,Peru,per,9,Percy Rojas,Centre-forward,Attack,75,false
1978,Peru,per,19,La Rosa,Centre-forward,Attack,72,false
1978,Peru,per,12,Mosquera,Centre-forward,Attack,70,false
1978,Mexico,mex,1,P. Reyes,Goalkeeper,Goalkeepers,72,false
1978,Mexico,mex,22,P. Soto,Goalkeeper,Goalkeepers,71,false
1978,Mexico,mex,5,Vázquez,Centre-back,Defence,76,false
1978,Mexico,mex,4,E. Ramos,Centre-back,Defence,74,false
1978,Mexico,mex,3,Tena,Left-back,Defence,71,false
1978,Mexico,mex,2,Nájera,Right-back,Defence,70,false
1978,Mexico,mex,15,I. Flores,Left-back,Defence,70,false
1978,Mexico,mex,13,Cisneros,Centre-back,Defence,69,false
1978,Mexico,mex,14,C. Gómez,Centre-back,Defence,69,false
1978,Mexico,mex,12,J. Martínez,Right-back,Defence,68,false
1978,Mexico,mex,7,De la Torre,Left midfielder,Midfield,78,false
1978,Mexico,mex,17,Cuéllar,Left midfielder,Midfield,73,false
1978,Mexico,mex,16,Cárdenas,Defensive midfielder,Midfield,72,false
1978,Mexico,mex,8,López Zarza,Left midfielder,Midfield,71,false
1978,Mexico,mex,18,Lugo,Right midfielder,Midfield,71,false
1978,Mexico,mex,6,Mendizábal,Defensive midfielder,Midfield,70,false
1978,Mexico,mex,11,H. Sánchez,Centre-forward,Attack,82,true
1978,Mexico,mex,9,Rangel,Centre-forward,Attack,75,false
1978,Mexico,mex,10,C. Ortega,Centre-forward,Attack,73,false
1978,Mexico,mex,19,H. Rodríguez,Right winger,Attack,70,false
1978,Mexico,mex,21,Isiordia,Centre-forward,Attack,69,false
1978,Mexico,mex,20,Medina,Centre-forward,Attack,68,false
1982,England,eng,22,Shilton,Goalkeeper,Goalkeepers,92,true
1982,England,eng,1,Clemence,Goalkeeper,Goalkeepers,83,false
1982,England,eng,13,Corrigan,Goalkeeper,Goalkeepers,74,false
1982,England,eng,4,Butcher,Centre-back,Defence,82,false
1982,England,eng,17,Sansom,Left-back,Defence,81,false
1982,England,eng,14,Neal,Right-back,Defence,79,false
1982,England,eng,18,Thompson,Centre-back,Defence,79,false
1982,England,eng,12,Mills,Right-back,Defence,77,false
1982,England,eng,2,Anderson,Right-back,Defence,76,false
1982,England,eng,6,Foster,Centre-back,Defence,74,false
1982,England,eng,16,Robson,Midfielder,Midfield,91,true
1982,England,eng,9,Hoddle,Midfielder,Midfield,82,false
1982,England,eng,19,Wilkins,Defensive midfielder,Midfield,82,false
1982,England,eng,3,Brooking,Midfielder,Midfield,80,false
1982,England,eng,10,McDermott,Defensive midfielder,Midfield,77,false
1982,England,eng,15,Rix,Left midfielder,Midfield,76,false
1982,England,eng,7,Keegan,Centre-forward,Attack,88,true
1982,England,eng,8,Francis,Centre-forward,Attack,84,false
1982,England,eng,11,Mariner,Centre-forward,Attack,80,false
1982,England,eng,5,Coppell,Right winger,Attack,78,false
1982,England,eng,21,Woodcock,Centre-forward,Attack,77,false
1982,England,eng,20,Withe,Centre-forward,Attack,74,false
1982,Argentina,arg,7,Fillol,Goalkeeper,Goalkeepers,88,true
1982,Argentina,arg,16,Pumpido,Goalkeeper,Goalkeepers,74,false
1982,Argentina,arg,2,Baley,Goalkeeper,Goalkeepers,72,false
1982,Argentina,arg,15,Passarella,Centre-back,Defence,90,true
1982,Argentina,arg,8,Galván,Centre-back,Defence,78,false
1982,Argentina,arg,18,Tarantini,Left-back,Defence,78,false
1982,Argentina,arg,14,Olguín,Right-back,Defence,77,false
1982,Argentina,arg,13,Olarticoechea,Left-back,Defence,74,false
1982,Argentina,arg,19,Trossero,Centre-back,Defence,73,false
1982,Argentina,arg,22,Van Tuyne,Centre-back,Defence,72,false
1982,Argentina,arg,10,Maradona,Attacking midfielder,Midfield,95,true
1982,Argentina,arg,1,Ardiles,Midfielder,Midfield,87,false
1982,Argentina,arg,9,Gallego,Defensive midfielder,Midfield,77,false
1982,Argentina,arg,5,Calderón,Attacking midfielder,Midfield,76,false
1982,Argentina,arg,12,Hernández,Left midfielder,Midfield,74,false
1982,Argentina,arg,21,Valencia,Defensive midfielder,Midfield,74,false
1982,Argentina,arg,11,Kempes,Centre-forward,Attack,88,true
1982,Argentina,arg,20,Valdano,Centre-forward,Attack,83,false
1982,Argentina,arg,6,R. Díaz,Centre-forward,Attack,82,false
1982,Argentina,arg,4,Bertoni,Right winger,Attack,80,false
1982,Argentina,arg,3,Barbas,Right winger,Attack,73,false
1982,Argentina,arg,17,Santamaría,Centre-forward,Attack,73,false
1982,France,fra,22,Ettori,Goalkeeper,Goalkeepers,80,false
1982,France,fra,1,Baratelli,Goalkeeper,Goalkeepers,74,false
1982,France,fra,21,Castaneda,Goalkeeper,Goalkeepers,73,false
1982,France,fra,8,Trésor,Centre-back,Defence,86,true
1982,France,fra,4,Bossis,Centre-back,Defence,83,false
1982,France,fra,2,Amoros,Right-back,Defence,81,false
1982,France,fra,3,Battiston,Centre-back,Defence,80,false
1982,France,fra,6,Lopez,Centre-back,Defence,77,false
1982,France,fra,5,Janvion,Right-back,Defence,75,false
1982,France,fra,7,Mahut,Right-back,Defence,72,false
1982,France,fra,10,Platini,Midfielder,Midfield,97,true
1982,France,fra,12,Giresse,Midfielder,Midfield,88,true
1982,France,fra,14,Tigana,Defensive midfielder,Midfield,87,false
1982,France,fra,9,Genghini,Left midfielder,Midfield,78,false
1982,France,fra,11,Girard,Defensive midfielder,Midfield,75,false
1982,France,fra,18,Rocheteau,Right winger,Attack,85,false
1982,France,fra,19,Six,Left winger,Attack,80,false
1982,France,fra,17,Lacombe,Centre-forward,Attack,78,false
1982,France,fra,15,Bellone,Left winger,Attack,76,false
1982,France,fra,13,Larios,Right winger,Attack,74,false
1982,France,fra,20,Soler,Right winger,Attack,74,false
1982,France,fra,16,Couriol,Left winger,Attack,73,false
1982,Germany,ger,1,Schumacher,Goalkeeper,Goalkeepers,87,false
1982,Germany,ger,22,Immel,Goalkeeper,Goalkeepers,71,false
1982,Germany,ger,21,Franke,Goalkeeper,Goalkeepers,70,false
1982,Germany,ger,2,Briegel,Left-back,Defence,84,false
1982,Germany,ger,4,K.-H. Förster,Centre-back,Defence,83,false
1982,Germany,ger,20,Kaltz,Right-back,Defence,82,false
1982,Germany,ger,5,B. Förster,Centre-back,Defence,79,false
1982,Germany,ger,12,Hannes,Centre-back,Defence,73,false
1982,Germany,ger,19,Hieronymus,Centre-back,Defence,72,false
1982,Germany,ger,3,Breitner,Midfielder,Midfield,85,false
1982,Germany,ger,15,Stielike,Defensive midfielder,Midfield,83,false
1982,Germany,ger,14,Magath,Defensive midfielder,Midfield,82,false
1982,Germany,ger,10,H. Müller,Attacking midfielder,Midfield,80,false
1982,Germany,ger,18,Matthäus,Defensive midfielder,Midfield,80,true
1982,Germany,ger,6,Dremmler,Defensive midfielder,Midfield,76,false
1982,Germany,ger,17,Engels,Midfielder,Midfield,73,false
1982,Germany,ger,11,Rummenigge,Centre-forward,Attack,92,true
1982,Germany,ger,7,Littbarski,Left winger,Attack,84,false
1982,Germany,ger,8,Fischer,Centre-forward,Attack,82,false
1982,Germany,ger,9,Hrubesch,Centre-forward,Attack,81,false
1982,Germany,ger,13,Reinders,Right winger,Attack,74,false
1982,Germany,ger,16,Allofs,Centre-forward,Attack,73,false
1982,Italy,ita,1,Zoff,Goalkeeper,Goalkeepers,86,true
1982,Italy,ita,12,Bordon,Goalkeeper,Goalkeepers,70,false
1982,Italy,ita,22,Galli,Goalkeeper,Goalkeepers,70,false
1982,Italy,ita,7,Scirea,Centre-back,Defence,87,true
1982,Italy,ita,6,Gentile,Right-back,Defence,85,true
1982,Italy,ita,4,Cabrini,Left-back,Defence,83,false
1982,Italy,ita,3,Bergomi,Right-back,Defence,78,false
1982,Italy,ita,5,Collovati,Centre-back,Defence,78,false
1982,Italy,ita,2,Baresi,Centre-back,Defence,76,false
1982,Italy,ita,8,Vierchowod,Centre-back,Defence,76,false
1982,Italy,ita,14,Tardelli,Defensive midfielder,Midfield,85,true
1982,Italy,ita,9,Antognoni,Attacking midfielder,Midfield,83,false
1982,Italy,ita,13,Oriali,Right midfielder,Midfield,76,false
1982,Italy,ita,11,Marini,Right midfielder,Midfield,73,false
1982,Italy,ita,10,Dossena,Left midfielder,Midfield,72,false
1982,Italy,ita,20,Rossi,Centre-forward,Attack,94,true
1982,Italy,ita,16,Conti,Right winger,Attack,88,false
1982,Italy,ita,18,Altobelli,Centre-forward,Attack,81,false
1982,Italy,ita,19,Graziani,Centre-forward,Attack,79,false
1982,Italy,ita,15,Causio,Right winger,Attack,77,false
1982,Italy,ita,17,Massaro,Centre-forward,Attack,70,false
1982,Italy,ita,21,Selvaggi,Centre-forward,Attack,68,false
1982,Brazil,bra,1,Waldir Peres,Goalkeeper,Goalkeepers,74,false
1982,Brazil,bra,12,Paulo Sérgio,Goalkeeper,Goalkeepers,68,false
1982,Brazil,bra,22,Carlos,Goalkeeper,Goalkeepers,68,false
1982,Brazil,bra,2,Leandro,Right-back,Defence,87,false
1982,Brazil,bra,6,Júnior,Left-back,Defence,87,false
1982,Brazil,bra,3,Oscar,Centre-back,Defence,80,false
1982,Brazil,bra,4,Luizinho,Centre-back,Defence,76,false
1982,Brazil,bra,16,Edinho,Centre-back,Defence,75,false
1982,Brazil,bra,13,Edevaldo,Right-back,Defence,70,false
1982,Brazil,bra,14,Juninho,Centre-back,Defence,70,false
1982,Brazil,bra,17,Pedrinho,Left-back,Defence,69,false
1982,Brazil,bra,10,Zico,Attacking midfielder,Midfield,94,true
1982,Brazil,bra,15,Falcão,Defensive midfielder,Midfield,94,true
1982,Brazil,bra,8,Sócrates,Midfielder,Midfield,90,true
1982,Brazil,bra,5,Toninho Cerezo,Defensive midfielder,Midfield,83,false
1982,Brazil,bra,7,Paulo Isidoro,Defensive midfielder,Midfield,74,false
1982,Brazil,bra,21,Dirceu,Left midfielder,Midfield,74,false
1982,Brazil,bra,18,Batista,Defensive midfielder,Midfield,73,false
1982,Brazil,bra,19,Renato,Attacking midfielder,Midfield,70,false
1982,Brazil,bra,20,Roberto Dinamite,Centre-forward,Attack,89,false
1982,Brazil,bra,11,Éder,Left winger,Attack,83,false
1982,Brazil,bra,9,Serginho,Centre-forward,Attack,74,false
1982,Scotland,sco,1,Rough,Goalkeeper,Goalkeepers,76,false
1982,Scotland,sco,22,Leighton,Goalkeeper,Goalkeepers,75,false
1982,Scotland,sco,12,Wood,Goalkeeper,Goalkeepers,73,false
1982,Scotland,sco,5,Hansen,Centre-back,Defence,82,true
1982,Scotland,sco,6,Miller,Centre-back,Defence,80,false
1982,Scotland,sco,2,McGrain,Right-back,Defence,79,false
1982,Scotland,sco,13,McLeish,Centre-back,Defence,78,false
1982,Scotland,sco,3,Gray,Left-back,Defence,77,false
1982,Scotland,sco,14,Narey,Centre-back,Defence,77,false
1982,Scotland,sco,17,Evans,Centre-back,Defence,75,false
1982,Scotland,sco,21,Burley,Right-back,Defence,74,false
1982,Scotland,sco,4,Souness,Midfielder,Midfield,83,true
1982,Scotland,sco,7,Strachan,Right midfielder,Midfield,80,false
1982,Scotland,sco,10,Wark,Midfielder,Midfield,79,false
1982,Scotland,sco,16,Hartford,Midfielder,Midfield,76,false
1982,Scotland,sco,8,Dalglish,Centre-forward,Attack,90,true
1982,Scotland,sco,11,Robertson,Left winger,Attack,78,false
1982,Scotland,sco,15,Jordan,Centre-forward,Attack,78,false
1982,Scotland,sco,18,Archibald,Centre-forward,Attack,78,false
1982,Scotland,sco,9,Brazil,Centre-forward,Attack,77,false
1982,Scotland,sco,19,Sturrock,Centre-forward,Attack,76,false
1982,Scotland,sco,20,Provan,Right winger,Attack,75,false
1982,Belgium,bel,1,Pfaff,Goalkeeper,Goalkeepers,90,true
1982,Belgium,bel,22,Munaron,Goalkeeper,Goalkeepers,70,false
1982,Belgium,bel,12,Custers,Goalkeeper,Goalkeepers,69,false
1982,Belgium,bel,2,Gerets,Right-back,Defence,86,true
1982,Belgium,bel,3,L. Millecamps,Centre-back,Defence,78,false
1982,Belgium,bel,4,Meeuws,Centre-back,Defence,77,false
1982,Belgium,bel,5,Renquin,Left-back,Defence,76,false
1982,Belgium,bel,14,Baecke,Centre-back,Defence,74,false
1982,Belgium,bel,15,De Schrijver,Right-back,Defence,72,false
1982,Belgium,bel,16,Plessers,Left-back,Defence,72,false
1982,Belgium,bel,11,Ceulemans,Attacking midfielder,Midfield,87,true
1982,Belgium,bel,8,Van Moer,Midfielder,Midfield,81,false
1982,Belgium,bel,10,Coeck,Midfielder,Midfield,80,false
1982,Belgium,bel,17,Verheyen,Right midfielder,Midfield,74,false
1982,Belgium,bel,19,M. Millecamps,Defensive midfielder,Midfield,73,false
1982,Belgium,bel,20,Vandersmissen,Defensive midfielder,Midfield,73,false
1982,Belgium,bel,7,Daerden,Midfielder,Midfield,72,false
1982,Belgium,bel,9,Vandenbergh,Centre-forward,Attack,83,false
1982,Belgium,bel,6,Vercauteren,Left winger,Attack,80,false
1982,Belgium,bel,13,Van Der Elst,Right winger,Attack,79,false
1982,Belgium,bel,21,Czerniatynski,Centre-forward,Attack,74,false
1982,Belgium,bel,18,Mommens,Centre-forward,Attack,72,false
1982,Austria,aut,1,Koncilia,Goalkeeper,Goalkeepers,79,false
1982,Austria,aut,21,Feurer,Goalkeeper,Goalkeepers,73,false
1982,Austria,aut,22,Lindenberger,Goalkeeper,Goalkeepers,72,false
1982,Austria,aut,5,Pezzey,Centre-back,Defence,81,false
1982,Austria,aut,3,Obermayer,Centre-back,Defence,77,false
1982,Austria,aut,2,Krauss,Right-back,Defence,76,false
1982,Austria,aut,19,Weber,Centre-back,Defence,75,false
1982,Austria,aut,4,Degeorgi,Centre-back,Defence,73,false
1982,Austria,aut,12,Pichler,Centre-back,Defence,73,false
1982,Austria,aut,17,Pregesbauer,Left-back,Defence,73,false
1982,Austria,aut,16,Messlender,Centre-back,Defence,72,false
1982,Austria,aut,8,Prohaska,Midfielder,Midfield,85,true
1982,Austria,aut,11,Jara,Attacking midfielder,Midfield,77,false
1982,Austria,aut,10,Hintermaier,Defensive midfielder,Midfield,76,false
1982,Austria,aut,6,Hattenberger,Defensive midfielder,Midfield,75,false
1982,Austria,aut,14,Baumeister,Defensive midfielder,Midfield,75,false
1982,Austria,aut,15,Dihanich,Defensive midfielder,Midfield,73,false
1982,Austria,aut,9,Krankl,Centre-forward,Attack,82,true
1982,Austria,aut,7,Schachner,Centre-forward,Attack,78,false
1982,Austria,aut,20,Welzl,Centre-forward,Attack,74,false
1982,Austria,aut,13,Hagmayr,Centre-forward,Attack,73,false
1982,Austria,aut,18,Jurtin,Right winger,Attack,73,false
1982,Poland,pol,1,Młynarczyk,Goalkeeper,Goalkeepers,81,false
1982,Poland,pol,21,Kazimierski,Goalkeeper,Goalkeepers,68,false
1982,Poland,pol,22,Mowlik,Goalkeeper,Goalkeepers,67,false
1982,Poland,pol,9,Żmuda,Centre-back,Defence,84,false
1982,Poland,pol,5,Janas,Centre-back,Defence,80,false
1982,Poland,pol,2,Dziuba,Right-back,Defence,76,false
1982,Poland,pol,12,Wójcicki,Centre-back,Defence,76,false
1982,Poland,pol,10,Majewski,Centre-back,Defence,75,false
1982,Poland,pol,7,Jałocha,Left-back,Defence,73,false
1982,Poland,pol,4,Dolny,Right-back,Defence,70,false
1982,Poland,pol,6,Skrobowski,Centre-back,Defence,68,false
1982,Poland,pol,20,Boniek,Attacking midfielder,Midfield,89,true
1982,Poland,pol,3,Kupcewicz,Defensive midfielder,Midfield,79,false
1982,Poland,pol,8,Matysik,Right midfielder,Midfield,77,false
1982,Poland,pol,13,Buncol,Midfielder,Midfield,74,false
1982,Poland,pol,14,Pałasz,Left midfielder,Midfield,71,false
1982,Poland,pol,16,Lato,Right winger,Attack,83,true
1982,Poland,pol,11,Smolarek,Left winger,Attack,81,false
1982,Poland,pol,17,Szarmach,Centre-forward,Attack,80,false
1982,Poland,pol,19,Iwan,Centre-forward,Attack,74,false
1982,Poland,pol,15,Ciołek,Centre-forward,Attack,72,false
1982,Poland,pol,18,Kusto,Centre-forward,Attack,71,false
1982,Algeria,alg,1,Cherif El Ouazzani,Goalkeeper,Goalkeepers,77,false
1982,Algeria,alg,22,Ahmed Bezzina,Goalkeeper,Goalkeepers,70,false
1982,Algeria,alg,21,Brahim Kouadri,Goalkeeper,Goalkeepers,69,false
1982,Algeria,alg,3,Mahi Farah,Right-back,Defence,74,false
1982,Algeria,alg,5,Naceur Belhadj,Centre-back,Defence,74,false
1982,Algeria,alg,2,Mustapha Doui,Centre-back,Defence,73,false
1982,Algeria,alg,8,Mohamed Larbi,Left-back,Defence,72,false
1982,Algeria,alg,15,Nacer Abdelhamid,Centre-back,Defence,72,false
1982,Algeria,alg,13,Aissa Bouiche,Right-back,Defence,70,false
1982,Algeria,alg,7,Lakhdar Belloumi,Midfielder,Midfield,80,false
1982,Algeria,alg,11,Karim Karoui,Midfielder,Midfield,76,false
1982,Algeria,alg,6,Djamel Zidane,Defensive midfielder,Midfield,75,false
