year;team;name;position;rating;rating_ext;diff;is_collectible;is_legend
2006;BRA;Zé Roberto;LM;83;82;-1;false;false
2006;ENG;Gary Neville;RB;83;82;-1;false;false
2006;ENG;Jamie Carragher;CB;83;82;-1;false;false
2006;NED;Giovanni van Bronckhorst;LB;83;82;-1;false;false
2010;ARG;Martín Demichelis;CB;83;82;-1;false;false
2010;GER;Lukas Podolski;LW;83;82;-1;false;false
2010;NED;Nigel de Jong;DM;83;82;-1;false;false
2010;NED;Dirk Kuyt;RW;83;82;-1;false;false
2010;PAR;Roque Santa Cruz;ST;83;82;-1;false;false
2014;CHI;Gary Medel;CB;83;82;-1;false;false
2014;CIV;Didier Drogba;ST;83;82;-1;false;true
2014;FRA;Yohan Cabaye;CM;83;82;-1;false;false
2014;SUI;Stephan Lichtsteiner;RB;83;82;-1;false;false
2018;BRA;Miranda;CB;83;82;-1;false;false
2018;COL;Davinson Sánchez;CB;83;82;-1;false;false
2018;COL;Juan Cuadrado;RM;83;82;-1;false;false
2018;CRO;Mateo Kovačić;CM;83;82;-1;false;false
2018;URU;José María Giménez;CB;83;82;-1;false;false
2022;SRB;Filip Kostić;LM;83;82;-1;false;false
1998;BRA;Leonardo;AM;82;81;-1;false;false
2002;GER;Jens Lehmann;GK;82;81;-1;false;false
2006;CZE;Milan Baroš;ST;82;81;-1;false;false
2006;ITA;Daniele De Rossi;DM;82;81;-1;false;false
2006;ITA;Filippo Inzaghi;ST;82;81;-1;false;false
2006;NED;Phillip Cocu;CM;82;81;-1;false;false
2010;GER;Per Mertesacker;CB;82;81;-1;false;false
2010;NED;Giovanni van Bronckhorst;LB;82;81;-1;false;false
2010;PAR;Óscar Cardozo;ST;82;81;-1;false;false
2014;CIV;Gervinho;RW;82;81;-1;false;false
2018;CRO;Šime Vrsaljko;RB;82;81;-1;false;false
2018;POR;Raphaël Guerreiro;LB;82;81;-1;false;false
2018;SUI;Ricardo Rodríguez;LB;82;81;-1;false;false
1998;BRA;Bebeto;ST;81;80;-1;false;false
2002;ESP;Iván Helguera;CB;81;80;-1;false;false
2002;GER;Bernd Schneider;RM;81;80;-1;false;false
2002;GER;Torsten Frings;DM;81;80;-1;false;false
2002;ITA;Gennaro Gattuso;DM;81;80;-1;false;false
2006;ARG;Lucho González;CM;81;80;-1;false;false
2006;POR;Paulo Ferreira;RB;81;80;-1;false;false
2006;POR;Costinha;DM;81;80;-1;false;false
2006;SUI;Johann Vogel;DM;81;80;-1;false;false
2010;ENG;Gareth Barry;DM;81;80;-1;false;false
2010;NED;Gregory van der Wiel;RB;81;80;-1;false;false
2014;BEL;Thomas Vermaelen;CB;81;80;-1;false;false
2014;CHI;Mauricio Isla;RB;81;80;-1;false;false
2014;CIV;Salomon Kalou;LW;81;80;-1;false;false
2014;FRA;Mathieu Valbuena;AM;81;80;-1;false;false
2014;GER;André Schürrle;LW;81;80;-1;false;false
2022;ECU;Piero Hincapié;CB;81;80;-1;false;false
2022;JPN;Daichi Kamada;AM;81;80;-1;false;false
1998;BRA;Edmundo;ST;80;79;-1;false;false
2006;SUI;Philippe Senderos;CB;80;79;-1;false;false
2010;ENG;James Milner;CM;80;79;-1;false;false
2010;GHA;Sulley Muntari;CM;80;79;-1;false;false
2010;MEX;Carlos Salcido;LB;80;79;-1;false;false
2010;PAR;Cristian Riveros;CM;80;79;-1;false;false
2010;POR;Eduardo Carvalho;GK;80;79;-1;false;false
2010;URU;Maxi Pereira;RB;80;79;-1;false;false
2014;BRA;Dante;CB;80;79;-1;false;false
2014;BRA;Paulinho;CM;80;79;-1;false;false
2014;FRA;Mamadou Sakho;CB;80;79;-1;false;false
2014;GRE;Kostas Mitroglou;ST;80;79;-1;false;false
2018;BEL;Thomas Meunier;RB;80;79;-1;false;false
2018;CRO;Ante Rebić;LW;80;79;-1;false;false
2018;ESP;Lucas Vázquez;RW;80;79;-1;false;false
2018;FRA;Corentin Tolisso;CM;80;79;-1;false;false
2018;FRA;Nabil Fekir;AM;80;79;-1;false;false
2022;ARG;Nicolás Tagliafico;LB;80;79;-1;false;false
2022;FRA;Kolo Muani;ST;80;79;-1;false;false
1990;ENG;Terry Butcher;CB;79;78;-1;false;false
1994;BRA;Zinho;LM;79;78;-1;false;false
1994;USA;Thomas Dooley;CB;79;78;-1;false;false
2002;ESP;Rubén Baraja;CM;79;78;-1;false;false
2002;GER;Christoph Metzelder;CB;79;78;-1;false;false
2002;GER;Oliver Neuville;RW;79;78;-1;false;false
2002;ITA;Vincenzo Montella;ST;79;78;-1;false;false
2002;ITA;Damiano Tommasi;CM;79;78;-1;false;false
2002;TUR;Alpay Özalan;CB;79;78;-1;false;false
2002;TUR;Okan Buruk;RM;79;78;-1;false;false
2006;FRA;Mikaël Silvestre;CB;79;78;-1;false;false
2006;ITA;Simone Perrotta;CM;79;78;-1;false;false
2006;NED;Khalid Boulahrouz;CB;79;78;-1;false;false
2006;POR;Petit;DM;79;78;-1;false;false
2006;POR;Nuno Gomes;ST;79;78;-1;false;false
2006;SUI;Hakan Yakin;AM;79;78;-1;false;false
2006;SWE;Anders Svensson;CM;79;78;-1;false;false
2010;GHA;Kevin-Prince Boateng;CM;79;78;-1;false;false
2010;PAR;Paulo da Silva;CB;79;78;-1;false;false
2010;PAR;Lucas Barrios;ST;79;78;-1;false;false
2010;POR;Fábio Coentrão;LB;79;78;-1;false;false
2010;URU;Álvaro Pereira;LB;79;78;-1;false;false
2014;BEL;Kevin Mirallas;RW;79;78;-1;false;false
2014;COL;Pablo Armero;LB;79;78;-1;false;false
2014;COL;Abel Aguilar;CM;79;78;-1;false;false
2014;GRE;Vasilis Torosidis;RB;79;78;-1;false;false
2014;SUI;Valon Behrami;DM;79;78;-1;false;false
2018;BRA;Danilo;RB;79;78;-1;false;false
2018;SWE;Mikael Lustig;RB;79;78;-1;false;false
2022;JPN;Ritsu Dōan;RW;79;78;-1;false;false
1994;ITA;Pierluigi Casiraghi;ST;78;77;-1;false;false
1994;MEX;Benjamín Galindo;AM;78;77;-1;false;false
1994;SWE;Klas Ingesson;CM;78;77;-1;false;false
1998;CHI;Nelson Tapia;GK;78;77;-1;false;false
1998;GER;Jens Jeremies;DM;78;77;-1;false;false
2002;GER;Jens Jeremies;DM;78;77;-1;false;false
2002;ITA;Luigi Di Biagio;DM;78;77;-1;false;false
2002;USA;John O'Brien;CM;78;77;-1;false;false
2006;FRA;Sidney Govou;RW;78;77;-1;false;false
2006;SUI;Ludovic Magnin;LB;78;77;-1;false;false
2006;SWE;Johan Elmander;ST;78;77;-1;false;false
2010;ENG;David James;GK;78;77;-1;false;false
2014;BEL;Simon Mignolet;GK;78;77;-1;false;false
2014;COL;Adrián Ramos;ST;78;77;-1;false;false
2014;FRA;Eliaquim Mangala;CB;78;77;-1;false;false
2014;GER;Julian Draxler;LW;78;77;-1;false;false
2018;CRO;Nikola Kalinić;ST;78;77;-1;false;false
2018;FRA;Benjamin Mendy;LB;78;77;-1;false;false
2018;FRA;Steven Nzonzi;DM;78;77;-1;false;false
2018;POR;Ricardo Quaresma;RW;78;77;-1;false;false
2022;ECU;Robert Arboleda;CB;78;77;-1;false;false
2022;JPN;Kō Itakura;CB;78;77;-1;false;false
2022;KOR;Lee Kang-in;AM;78;77;-1;false;false
2022;MAR;Azzedine Ounahi;CM;78;77;-1;false;false
1998;BRA;Giovanni;AM;77;76;-1;false;false
2002;BRA;Júnior;LB;77;76;-1;false;false
2002;ESP;Miguel Ángel Nadal;CB;77;76;-1;false;false
2002;FRA;Ulrich Ramé;GK;77;76;-1;false;false
2002;FRA;Johan Micoud;AM;77;76;-1;false;false
2002;GER;Marko Rehmer;CB;77;76;-1;false;false
2006;AUS;Jason Culina;CM;77;76;-1;false;false
2006;ECU;Néicer Reasco;RB;77;76;-1;false;false
2006;ITA;Andrea Barzagli;CB;77;76;-1;false;false
2006;NED;Jan Vennegoor of Hesselink;ST;77;76;-1;false;false
2006;SUI;Ricardo Cabanas;CM;77;76;-1;false;false
2010;CIV;Romaric;CM;77;76;-1;false;false
2010;GRE;Giourkas Seitaridis;RB;77;76;-1;false;false
2010;JPN;Daisuke Matsui;RM;77;76;-1;false;false
2010;NED;Ryan Babel;LW;77;76;-1;false;false
2010;PAR;Claudio Morel;LB;77;76;-1;false;false
2014;BEL;Steven Defour;CM;77;76;-1;false;false
2014;NED;Jeremain Lens;RW;77;76;-1;false;false
2018;ARG;Eduardo Salvio;RM;77;76;-1;false;false
2018;COL;José Izquierdo;LW;77;76;-1;false;false
2018;CRO;Milan Badelj;DM;77;76;-1;false;false
1990;TCH;Václav Němeček;CM;76;75;-1;false;false
1994;BUL;Emil Kremenliev;RB;76;75;-1;false;false
1994;COL;Antony de Ávila;ST;76;75;-1;false;false
1994;ROU;Bogdan Stelea;GK;76;75;-1;false;false
1994;SWE;Roger Ljung;LB;76;75;-1;false;false
1998;ENG;Rob Lee;CM;76;75;-1;false;false
2002;ITA;Angelo Di Livio;RM;76;75;-1;false;false
2002;JPN;Seigo Narazaki;GK;76;75;-1;false;false
2002;POR;Capucho;RW;76;75;-1;false;false
2002;SEN;Lamine Diatta;CB;76;75;-1;false;false
2002;USA;Clint Mathis;ST;76;75;-1;false;false
2006;FRA;Gaël Givet;CB;76;75;-1;false;false
2006;SUI;Daniel Gygax;RW;76;75;-1;false;false
2006;UKR;Serhiy Nazarenko;AM;76;75;-1;false;false
2010;BRA;Heurelho Gomes;GK;76;75;-1;false;false
2010;CHI;Carlos Carmona;DM;76;75;-1;false;false
2010;GER;Stefan Kießling;ST;76;75;-1;false;false
2010;NED;Demy de Zeeuw;CM;76;75;-1;false;false
2010;PAR;Jonathan Santana;CM;76;75;-1;false;false
2014;CRC;Óscar Duarte;CB;76;75;-1;false;false
2018;ARG;Maximiliano Meza;AM;76;75;-1;false;false
2018;URU;Maxi Gómez;ST;76;75;-1;false;false
2022;ARG;Franco Armani;GK;76;75;-1;false;false
1998;ITA;Gianluca Pessotto;RB;75;74;-1;false;false
2002;JPN;Kōji Nakata;CB;75;74;-1;false;false
2002;KOR;Kim Tae-young;CB;75;74;-1;false;false
2002;KOR;Song Chong-gug;RB;75;74;-1;false;false
2006;ECU;Patricio Urrutia;CM;75;74;-1;false;false
2006;NED;Hedwiges Maduro;DM;75;74;-1;false;false
2006;SWE;Petter Hansson;CB;75;74;-1;false;false
2010;CHI;Waldo Ponce;CB;75;74;-1;false;false
2010;GER;Serdar Tasci;CB;75;74;-1;false;false
2010;PAR;Víctor Cáceres;DM;75;74;-1;false;false
2014;COL;Alexander Mejía;DM;75;74;-1;false;false
2014;CRC;Júnior Díaz;LB;75;74;-1;false;false
2018;BRA;Taison;LW;75;74;-1;false;false
2022;ECU;Sebas Méndez;DM;75;74;-1;false;false
2022;JPN;Hiroki Itō;CB;75;74;-1;false;false
2022;JPN;Gaku Shibasaki;CM;75;74;-1;false;false
2022;JPN;Ao Tanaka;CM;75;74;-1;false;false
2022;JPN;Daizen Maeda;ST;75;74;-1;false;false
1990;ENG;Neil Webb;CM;74;73;-1;false;false
1994;GER;Maurizio Gaudino;AM;74;73;-1;false;false
1994;USA;Paul Caligiuri;LB;74;73;-1;false;false
1998;BRA;André Cruz;CB;74;73;-1;false;false
1998;COL;Miguel Calero;GK;74;73;-1;false;false
2002;JPN;Toshihiro Hattori;LB;74;73;-1;false;false
2002;KOR;Lee Eul-yong;LM;74;73;-1;false;false
2002;SEN;Pape Malick Diop;CB;74;73;-1;false;false
2002;TUR;Tayfur Havutçu;CM;74;73;-1;false;false
2006;AUS;Stan Lazaridis;LM;74;73;-1;false;false
2006;SWE;Markus Rosenberg;ST;74;73;-1;false;false
2010;MEX;Israel Castro;DM;74;73;-1;false;false
2010;NED;Khalid Boulahrouz;RB;74;73;-1;false;false
2010;NED;André Ooijer;CB;74;73;-1;false;false
2010;PAR;Darío Verón;CB;74;73;-1;false;false
2010;PAR;Néstor Ortigoza;DM;74;73;-1;false;false
2010;PAR;Édgar Benítez;RW;74;73;-1;false;false
2010;URU;Sebastián Abreu;ST;74;73;-1;false;false
2014;CHI;Felipe Gutiérrez;CM;74;73;-1;false;false
2018;BEL;Adnan Januzaj;RW;74;73;-1;false;false
2018;FRA;Alphonse Areola;GK;74;73;-1;false;false
2018;SWE;Oscar Hiljemark;CM;74;73;-1;false;false
2022;FRA;Steve Mandanda;GK;74;73;-1;false;false
2022;JPN;Shūichi Gonda;GK;74;73;-1;false;false
2022;MAR;El Yamiq;CB;74;73;-1;false;false
2022;MAR;Abderrazak Hamdallah;ST;74;73;-1;false;false
2002;FRA;Philippe Christanval;CB;73;72;-1;false;false
2002;USA;Jeff Agoos;CB;73;72;-1;false;false
2006;ARG;Lionel Scaloni;RB;73;72;-1;false;false
2006;SWE;Fredrik Stenman;LB;73;72;-1;false;false
2010;MEX;Jonny Magallón;CB;73;72;-1;false;false
2010;PAR;Aureliano Torres;LB;73;72;-1;false;false
2022;AUS;Craig Goodwin;LW;73;72;-1;false;false
2022;MAR;Abdelhamid Sabiri;AM;73;72;-1;false;false
1990;BRA;Acácio;GK;72;71;-1;false;false
1994;BRA;Ronaldão;CB;72;71;-1;false;false
1994;SWE;Lars Eriksson;GK;72;71;-1;false;false
1998;BRA;Marcelo Gonçalves;CB;72;71;-1;false;false
2002;USA;Joe-Max Moore;ST;72;71;-1;false;false
2006;ARG;Leandro Cufré;CB;72;71;-1;false;false
2006;UKR;Oleksandr Yatsenko;RB;72;71;-1;false;false
2010;GHA;Quincy Owusu-Abeyie;LW;72;71;-1;false;false
2010;MEX;Jorge Torres Nilo;LB;72;71;-1;false;false
2014;ARG;Mariano Andújar;GK;72;71;-1;false;false
2014;CRC;Waylon Francis;LB;72;71;-1;false;false
2018;KOR;Ju Se-jong;DM;72;71;-1;false;false
2022;AUS;Kye Rowles;CB;72;71;-1;false;false
2022;MAR;Achraf Dari;CB;72;71;-1;false;false
2022;MAR;Attiyat Allah;LB;72;71;-1;false;false
2010;KOR;Kim Hyung-il;CB;71;70;-1;false;false
2010;MEX;Luis Ernesto Michel;GK;71;70;-1;false;false
2014;ARG;Agustín Orión;GK;71;70;-1;false;false
2014;GER;Erik Durm;LB;71;70;-1;false;false
2022;AUS;Nathaniel Atkinson;RB;71;70;-1;false;false
2022;AUS;Fran Karačić;RB;71;70;-1;false;false
2018;KOR;Yun Young-sun;CB;70;69;-1;false;false
2022;AUS;Keanu Baccus;CM;70;69;-1;false;false
2010;GHA;Dominic Adiyiah;ST;69;68;-1;false;false
2010;URU;Martín Silva;GK;69;68;-1;false;false
2014;CRC;Patrick Pemberton;GK;69;68;-1;false;false
2022;AUS;Marco Tilio;RW;69;68;-1;false;false
2022;AUS;Garang Kuol;ST;69;68;-1;false;false
1994;USA;Cle Kooiman;RB;68;67;-1;false;false
1998;COL;Palacios;LB;68;67;-1;false;false
2022;AUS;Jason Cummings;ST;68;67;-1;false;false
2010;GHA;Ibrahim Ayew;RM;67;66;-1;false;false
2010;GHA;Lee Addy;CB;67;66;-1;false;false
2014;CRC;Daniel Cambronero;GK;67;66;-1;false;false
1998;BRA;Ronaldo;ST;97;95;-2;true;true
2018;BEL;Kevin De Bruyne;CM;93;91;-2;true;true
2022;BRA;Neymar;AM;93;91;-2;true;true
2022;BRA;Alisson;GK;91;89;-2;true;false
2018;ESP;Gerard Piqué;CB;90;88;-2;true;false
2022;BRA;Casemiro;DM;89;87;-2;false;false
2022;FRA;Raphaël Varane;CB;87;85;-2;false;false
2006;FRA;Patrick Vieira;CM;86;84;-2;false;false
2022;ARG;Cristian Romero;CB;86;84;-2;false;false
2018;BRA;Roberto Firmino;ST;85;83;-2;false;false
2018;SUI;Xherdan Shaqiri;RW;85;83;-2;false;false
2022;ARG;Rodrigo De Paul;CM;85;83;-2;false;false
2022;FRA;Ousmane Dembélé;RW;85;83;-2;false;false
2002;SEN;El Hadji Diouf;RW;84;82;-2;false;false
2010;GER;Manuel Neuer;GK;84;82;-2;false;false
2010;NED;Maarten Stekelenburg;GK;84;82;-2;false;false
2018;BEL;Axel Witsel;DM;84;82;-2;false;false
2022;ARG;Enzo Fernández;CM;84;82;-2;false;false
2022;BRA;Richarlison;ST;84;82;-2;false;false
2022;BRA;Raphinha;RW;84;82;-2;false;false
2022;FRA;Benjamin Pavard;RB;84;82;-2;false;false
2022;FRA;Dayot Upamecano;CB;84;82;-2;false;false
2022;FRA;Adrien Rabiot;CM;84;82;-2;false;false
2022;FRA;Olivier Giroud;ST;84;82;-2;false;false
2022;MAR;Hakim Ziyech;RW;84;82;-2;false;false
2006;NED;Mark van Bommel;DM;83;81;-2;false;false
2010;ARG;Walter Samuel;CB;83;81;-2;false;false
2010;URU;Diego Lugano;CB;83;81;-2;false;false
2014;BRA;Fernandinho;DM;83;81;-2;false;false
2014;FRA;Laurent Koscielny;CB;83;81;-2;false;false
2018;CRO;Dejan Lovren;CB;83;81;-2;false;false
2022;ARG;Alexis Mac Allister;CM;83;81;-2;false;false
2022;FRA;William Saliba;CB;83;81;-2;false;false
2022;POR;Rui Patrício;GK;83;81;-2;false;false
1994;ITA;Dino Baggio;CM;82;80;-2;false;false
2002;BRA;Dida;GK;82;80;-2;false;false
2002;DEN;Thomas Sørensen;GK;82;80;-2;false;false
2006;ECU;Édison Méndez;AM;82;80;-2;false;false
2006;GER;Bernd Schneider;RM;82;80;-2;false;false
2010;ESP;Víctor Valdés;GK;82;80;-2;false;false
2014;ARG;Sergio Romero;GK;82;80;-2;false;false
2014;BRA;Willian;RW;82;80;-2;false;false
2014;SUI;Diego Benaglio;GK;82;80;-2;false;false
2014;SUI;Ricardo Rodríguez;LB;82;80;-2;false;false
2014;SUI;Gökhan Inler;DM;82;80;-2;false;false
2018;BRA;Filipe Luís;LB;82;80;-2;false;false
2018;ENG;John Stones;CB;82;80;-2;false;false
2022;ARG;Marcos Acuña;LB;82;80;-2;false;false
2022;ECU;Pervis Estupiñán;LB;82;80;-2;false;false
2022;FRA;Ibrahima Konaté;CB;82;80;-2;false;false
2002;ESP;Luis Enrique;RM;81;79;-2;false;false
2002;ITA;Francesco Toldo;GK;81;79;-2;false;false
2002;KOR;Lee Woon-jae;GK;81;79;-2;false;false
2002;KOR;Ahn Jung-hwan;ST;81;79;-2;false;false
2006;NED;Dirk Kuyt;ST;81;79;-2;false;false
2010;GER;Mario Gómez;ST;81;79;-2;false;false
2014;ARG;Lucas Biglia;DM;81;79;-2;false;false
2014;ARG;Ezequiel Lavezzi;LW;81;79;-2;false;false
2014;FRA;Bacary Sagna;RB;81;79;-2;false;false
2018;POR;William Carvalho;DM;81;79;-2;false;false
2022;BRA;Bremer;CB;81;79;-2;false;false
2022;MAR;Noussair Mazraoui;RB;81;79;-2;false;false
2022;POR;Diogo Costa;GK;81;79;-2;false;false
1990;ENG;David Platt;CM;80;78;-2;false;false
1990;ITA;Ciro Ferrara;CB;80;78;-2;false;false
1994;BUL;Borislav Mihaylov;GK;80;78;-2;false;false
2002;BRA;Kaká;AM;80;78;-2;false;true
2002;BRA;Denílson;LW;80;78;-2;false;false
2002;KOR;Yoo Sang-chul;CM;80;78;-2;false;false
2002;SEN;Henri Camara;ST;80;78;-2;false;false
2006;ECU;Ulises de la Cruz;RB;80;78;-2;false;false
2006;FRA;Louis Saha;ST;80;78;-2;false;false
2006;ITA;Alberto Gilardino;ST;80;78;-2;false;false
2006;NED;John Heitinga;CB;80;78;-2;false;false
2006;POR;Fernando Meira;CB;80;78;-2;false;false
2006;POR;Tiago;CM;80;78;-2;false;false
2010;ARG;Nicolás Burdisso;CB;80;78;-2;false;false
2010;ESP;Joan Capdevila;LB;80;78;-2;false;false
2010;ESP;Fernando Llorente;ST;80;78;-2;false;false
2010;GER;Arne Friedrich;CB;80;78;-2;false;false
2014;COL;Carlos Sánchez;DM;80;78;-2;false;false
2014;FRA;Mathieu Debuchy;RB;80;78;-2;false;false
2018;BEL;Yannick Carrasco;LW;80;78;-2;false;false
2018;ENG;Marcus Rashford;LW;80;78;-2;false;false
2018;FRA;Thomas Lemar;LM;80;78;-2;false;false
2018;POR;Bruno Fernandes;AM;80;78;-2;false;false
2022;FRA;Marcus Thuram;ST;80;78;-2;false;false
2022;MAR;Nayef Aguerd;CB;80;78;-2;false;false
2022;MAR;Romain Saïss;CB;80;78;-2;false;false
2022;MAR;Youssef En-Nesyri;ST;80;78;-2;false;false
2022;POR;Vitinha;CM;80;78;-2;false;false
1998;BRA;Denílson;LW;79;77;-2;false;false
2002;ESP;Diego Tristán;ST;79;77;-2;false;false
2002;ITA;Cristiano Zanetti;DM;79;77;-2;false;false
2006;AUS;Craig Moore;CB;79;77;-2;false;false
2006;SUI;Patrick Müller;CB;79;77;-2;false;false
2010;GHA;John Mensah;CB;79;77;-2;false;false
2010;NED;Ibrahim Afellay;AM;79;77;-2;false;false
2010;URU;Walter Gargano;DM;79;77;-2;false;false
2014;COL;Juan Camilo Zúñiga;RB;79;77;-2;false;false
2018;BEL;Marouane Fellaini;CM;79;77;-2;false;false
2018;FRA;Florian Thauvin;RW;79;77;-2;false;false
2018;POR;Ricardo Pereira;RB;79;77;-2;false;false
2022;ARG;Exequiel Palacios;CM;79;77;-2;false;false
2022;BRA;Fred;CM;79;77;-2;false;false
2022;BRA;Pedro;ST;79;77;-2;false;false
2022;JPN;Takumi Minamino;AM;79;77;-2;false;false
2022;POR;William Carvalho;DM;79;77;-2;false;false
1994;BRA;Márcio Santos;CB;78;76;-2;false;false
1994;BRA;Mazinho;CM;78;76;-2;false;false
1994;COL;Adolfo Valencia;ST;78;76;-2;false;false
1994;SWE;Håkan Mild;CM;78;76;-2;false;false
1998;BRA;Dida;GK;78;76;-2;false;false
2002;BRA;Kléberson;CM;78;76;-2;false;false
2002;BRA;Edílson;RW;78;76;-2;false;false
2002;ESP;David Albelda;DM;78;76;-2;false;false
2002;GER;Frank Baumann;DM;78;76;-2;false;false
2002;ITA;Francesco Coco;LB;78;76;-2;false;false
2002;ITA;Marco Materazzi;CB;78;76;-2;false;false
2006;ENG;Jermaine Jenas;CM;78;76;-2;false;false
2006;ENG;Aaron Lennon;RW;78;76;-2;false;false
2006;FRA;Sylvain Wiltord;ST;78;76;-2;false;false
2010;ENG;Ledley King;CB;78;76;-2;false;false
2010;ESP;Carlos Marchena;CB;78;76;-2;false;false
2010;JPN;Shinji Okazaki;ST;78;76;-2;false;false
2010;MEX;Francisco Javier Rodríguez;CB;78;76;-2;false;false
2010;MEX;Gerardo Torrado;DM;78;76;-2;false;false
2010;URU;Jorge Fucile;RB;78;76;-2;false;false
2010;URU;Diego Pérez;DM;78;76;-2;false;false
2018;BEL;Thomas Vermaelen;CB;78;76;-2;false;false
2018;BEL;Thorgan Hazard;LW;78;76;-2;false;false
2018;ESP;Kepa Arrizabalaga;GK;78;76;-2;false;false
2018;POR;Anthony Lopes;GK;78;76;-2;false;false
2018;POR;André Silva;ST;78;76;-2;false;false
2022;ARG;Gonzalo Montiel;RB;78;76;-2;false;false
2022;FRA;Matteo Guendouzi;CM;78;76;-2;false;false
2022;JPN;Hidemasa Morita;DM;78;76;-2;false;false
1994;BUL;Zlatko Yankov;CM;77;75;-2;false;false
2002;BRA;Luizão;ST;77;75;-2;false;false
2002;GER;Jörg Böhme;LM;77;75;-2;false;false
2010;ESP;Javi Martínez;DM;77;75;-2;false;false
2010;GER;Marcell Jansen;LB;77;75;-2;false;false
2010;MEX;Ricardo Osorio;CB;77;75;-2;false;false
2010;MEX;Guillermo Franco;ST;77;75;-2;false;false
2010;NED;Eljero Elia;LW;77;75;-2;false;false
2010;URU;Egidio Arévalo Ríos;DM;77;75;-2;false;false
2018;BEL;Michy Batshuayi;ST;77;75;-2;false;false
2018;POR;João Mário;CM;77;75;-2;false;false
1990;ENG;Trevor Steven;RM;76;74;-2;false;false
1994;COL;Óscar Córdoba;GK;76;74;-2;false;false
2002;MEX;Jesús Arellano;RM;76;74;-2;false;false
2002;TUR;Emre Aşık;CB;76;74;-2;false;false
2006;AUS;Tony Popovic;CB;76;74;-2;false;false
2006;FRA;Vikash Dhorasoo;CM;76;74;-2;false;false
2006;POR;Marco Caneira;LB;76;74;-2;false;false
2006;POR;Hélder Postiga;ST;76;74;-2;false;false
2010;GER;Piotr Trochowski;AM;76;74;-2;false;false
2010;JPN;Yuki Abe;DM;76;74;-2;false;false
2014;ARG;Hugo Campagnaro;CB;76;74;-2;false;false
2014;ARG;Augusto Fernández;CM;76;74;-2;false;false
2014;BRA;Maxwell;LB;76;74;-2;false;false
2014;FRA;Stéphane Ruffier;GK;76;74;-2;false;false
2014;URU;José María Giménez;CB;76;74;-2;false;false
2018;POR;Bruno Alves;CB;76;74;-2;false;false
2018;POR;José Fonte;CB;76;74;-2;false;false
2018;POR;Cédric;RB;76;74;-2;false;false
2022;BRA;Dani Alves;RB;76;74;-2;false;false
2022;FRA;Jordan Veretout;CM;76;74;-2;false;false
2002;TUR;Ümit Özat;CB;75;73;-2;false;false
2010;MEX;Efraín Juárez;RB;75;73;-2;false;false
2014;FRA;Lucas Digne;LB;75;73;-2;false;false
2014;GER;Kevin Großkreutz;RB;75;73;-2;false;false
2022;ARG;Thiago Almada;AM;75;73;-2;false;false
2022;POR;Ricardo Horta;LW;75;73;-2;false;false
1994;BRA;Zetti;GK;74;72;-2;false;false
1994;COL;Alexis Mendoza;CB;74;72;-2;false;false
1994;NGA;Uche Okafor;CB;74;72;-2;false;false
2002;MEX;Braulio Luna;LM;74;72;-2;false;false
2010;GER;Marko Marin;LW;74;72;-2;false;false
2010;URU;Mauricio Victorino;CB;74;72;-2;false;false
2010;URU;Nicolás Lodeiro;AM;74;72;-2;false;false
2014;ARG;Ricky Álvarez;AM;74;72;-2;false;false
2018;BEL;Dedryck Boyata;CB;74;72;-2;false;false
2018;BRA;Pedro Geromel;CB;74;72;-2;false;false
2018;ENG;Fabian Delph;CM;74;72;-2;false;false
2002;CMR;Bill Tchato;RB;73;71;-2;false;false
2002;TUR;Abdullah Ercan;LM;73;71;-2;false;false
2006;AUS;Luke Wilkshire;RM;73;71;-2;false;false
2010;URU;Andrés Scotti;CB;73;71;-2;false;false
1994;ITA;Alberico Evani;LM;72;70;-2;false;false
2002;CMR;Pierre Njanka;CB;72;70;-2;false;false
2010;URU;Ignacio González;CM;72;70;-2;false;false
2022;BRA;Weverton;GK;72;70;-2;false;false
2022;JPN;Daniel Schmidt;GK;72;70;-2;false;false
2022;MAR;Anass Zaroury;LW;72;70;-2;false;false
2006;AUS;Archie Thompson;ST;71;69;-2;false;false
2022;JPN;Yūki Sōma;LW;71;69;-2;false;false
1990;ENG;Dave Beasant;GK;70;68;-2;false;false
1994;BRA;Gilmar Rinaldi;GK;70;68;-2;false;false
1994;USA;Juergen Sommer;GK;70;68;-2;false;false
1998;COL;Jorge Bolaño;CM;70;68;-2;false;false
2010;ARG;Diego Pozo;GK;70;68;-2;false;false
2018;KOR;Oh Ban-suk;CB;70;68;-2;false;false
2022;AUS;Thomas Deng;CB;70;68;-2;false;false
2010;URU;Juan Castillo;GK;69;67;-2;false;false
2006;AUS;Ante Čović;GK;68;66;-2;false;false
2006;POR;Paulo Santos;GK;68;66;-2;false;false
2010;JPN;Shunsuke Nakamura;AM;74;71;-3;false;false
2006;POR;Ricardo Costa;CB;71;68;-3;false;false
2022;FRA;Kylian Mbappé;LW;97;94;-3;true;true
2022;BRA;Marquinhos;CB;89;86;-3;false;false
2022;POR;Rúben Dias;CB;89;86;-3;false;false
2022;POR;Bernardo Silva;RW;89;86;-3;false;false
2018;CRO;Ivan Rakitić;CM;88;85;-3;false;false
2022;BRA;Ederson;GK;88;85;-3;false;false
2018;BEL;Toby Alderweireld;CB;87;84;-3;false;false
2022;ARG;Ángel Di María;RW;87;84;-3;false;false
